cluster,nb_clients,frequence_moyenne,ca_moyen,panier_moyen,segment_label
0,15038,3.7796249501263466,3440.972100771379,927.9745074416136,Clients VIP
2,17123,1.432926473164749,2037.0325828301113,1477.792526660048,Clients réguliers
1,36325,1.4936545079146593,706.6087841128699,470.65550721541643,Petits clients
